Material;Descrição;Status;PP_TIPO_SACO_COLADO;PP_ALTURA_UTIL;PP_FACE;PP_PATCH;PP_FUNDO;PP_FUNDO_INF;PP_VALVULA;PP_PERFURADO_TUBEIRA;PP_PERFURADO_COLADEIRA;PP_FUROS_COLADEIRA;PP_DIAMETRO_FUROS_COLADEI;PP_NUMERO_FOLHAS;PP_PAPEL_EXTERNO;PP_GRAMATURA_EXTERNO;PP_PAPEL_2;PP_GRAMATURA_2;PP_PAPEL_3;PP_GRAMATURA_3;PP_PAPEL_4;PP_GRAMATURA_4;PP_PAPEL_5;PP_GRAMATURA_5;PP_PAPEL_INTERNO;PP_GRAMATURA_INTERNO;PP_TIP_PERF_FOL_EXT;PP_TIP_PERF_FOL_2;PP_TIP_PERF_FOL_3;PP_TIP_PERF_FOL_4;PP_TIP_PERF_FOL_5;PP_TIP_PERF_FOL_INT;PP_LARGURA_PEAD;PP_PERMEANCIA
799192;COLVA 104x75 HOL APAS COMEM 50KG MP TST;L;COLVA;590;510;X;125;125;125;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;95
797734;COLME 102x73 300000747 Cargill 172NSC TS;L;COLME;560;500;T;140;140;140;N;N;;;2;SBK;83;;;;;;;;;SAK;86;;;;;;;;95
764541;COLME 112x76 ALMIDON 25KG;C;COLME;560;550;C;160;180;160;S;N;;;2;SAK;86;;;;;;;;;SAK;76;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
784167;COLVA 100X74 TITAN ECOPERANDO UG;L;COLVA;605;490;N;105;105;105;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
790313;COLVA 104X74 HOLCIM HERCULES 50KG YOCS;L;COLVA;600;510;N;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
785942;COLME 109x78 SEM IMPRESSÃO 80953535;L;COLME;605;535;C;140;140;140;N;N;;;2;SAK;70;;;;;;;;;SAK;70;;;;;;;;90
790317;COLVA  105X74 HOLCIM HERCULES 50KG PV;L;COLVA;600;515;N;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
796315;COLME 110X80 INGREDION SUREBOND 55610;L;COLME;630;540;X;140;140;140;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
800119;COLVA 108X76 HOLCIM CAH40 CAMPANA 50kg;L;COLVA;610;530;N;120;120;120;S;S;84;1.00;2;SAK;90;;;;;;;;;SAK;90;NANO PERF TOT;;;;;NANO PERF TOT;;90
798260;COLVA 104X74 HOLCIM HERCULES 90A YOCS;L;COLVA;600;510;N;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
825927;COLME 112x76 ALMIDON 25KG;L;COLME;560;550;C;160;180;160;S;N;;;2;SAK;86;;;;;;;;;SAK;76;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
791932;COLME 114X82 HAVER VERMELHA 25KG 134146;L;COLME;630;560;C;150;150;150;S;N;;;2;SAK;86;;;;;;;;;SAK;76;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
800121;COLVA 108X76 HOLCIM DISENSA CAMPANA 50kg;L;COLVA;610;530;N;120;120;120;S;S;84;1.00;2;SAK;90;;;;;;;;;SAK;90;NANO PERF TOT;;;;;NANO PERF TOT;;90
799063;COLVA 105X74 HOLCIM HERCULES 90A PV;L;COLVA;600;515;N;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
795989;COLVA 86x63  CEM IP HS 25KG TESTE;L;COLVA;470;420;X;120;120;120;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;90
797546;COLME 109X82 AM11 PARDA HAVER 129643;L;COLME;630;535;C;150;150;150;S;N;;;2;SAK;86;;;;;;;;;SAK;76;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
796293;COLME 109X80 INGREDION FLUIDEX 50610;L;COLME;620;530;X;140;140;140;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
802835;COLME 109X82 DURA MILL 25kg HAVER;L;COLME;630;535;C;150;150;150;S;N;;;2;SAK;86;;;;;;;;;SAK;76;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
794461;COLVA 104X74 HOLCIM CPF40 YOCS SEM IMP;L;COLVA;600;510;N;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;90
799066;COLME 109X80 INGREDION FLUIDEX 50310;L;COLME;620;530;X;140;140;140;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
793266;COLME 111X81  AM 10 25KG HAVER 32118;L;COLME;625;540;C;150;150;150;S;N;;;2;SBK;83;;;;;;;;;SAK;76;NÃO PERFURAR;;;;;MIC PERF TOTAL;;90
737952;COLMI 114x82 2789 02 PVC RES ORANGE;L;COLMI;637;560;C;140;140;140;N;N;;;2;SAK;70;;;;;;;;;SAK;70;;;;;;;;85
789146;COLVA 89X65 WEBER ADHESIVO YESO;L;COLVA;495;435;X;120;120;120;S;N;;;2;SBK;83;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;NANO PERF TOT;;80
790582;COLVA 102x76 MULTI PROPOSITO IP 42,5 TST;C;COLVA;620;500;N;110;110;110;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NANO PERF TOT;;;;;NANO PERF TOT;;80
790062;COLMI  80x60 HOMECRETE CONCR 970200 TST;L;COLMI;440;390;X;110;110;110;S;S;32;1.00;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;80
790065;COLMI  80x60 RAPID POST 970605 TST;L;COLMI;440;390;X;110;110;110;S;S;32;1.00;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;80
767349;COLME 109x79  700360K TATE & LYLE TST;L;COLME;610;535;T;140;140;140;S;N;;;3;SAK;86;PAF;10;;;;;;;SAK;86;NÃO PERFURAR;MIC PERF TOTAL;;;;MIC PERF TOTAL;1080;80
768975;COLMI  80x60 970100 SAKRETE CONCRETE;L;COLMI;440;390;X;110;110;110;S;S;32;1.00;2;SBK;83;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;80
712327;COLMI 101x74 700899;L;COLMI;570;495;C;130;130;130;S;N;;;2;SAK;76;;;;;;;;;SAK;76;NÃO PERFURAR;;;;;MIC PERF TOTAL;;80
793299;COLVA 106x78 MULTI PROP IP50 50kg TST;L;COLVA;640;520;N;115;115;115;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;80
795141;COLVA 94X63 AVELLANEDA CAL HIDR CHICA;L;COLVA;480;460;N;125;125;125;S;S;88;1.00;2;SAK;85;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;80
792765;COLVA 92X66 AVELLANEDA CAL HID GRANDE;L;COLVA;505;445;N;125;125;125;S;S;84;1.00;2;SAK;85;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;80
805624;COLME 104x82 CARBON BLACK C182 386E TST;L;COLME;610;510;C;170;170;140;N;N;;;2;SAK;90;;;;;;;;;SAK;90;;;;;;;;80
799673;COLVA 99X73 PREMIUM PLUS 42,5kg;L;COLVA;590;485;X;100;100;100;S;S;92;1.00;3;SAK;75;SAK;75;;;;;;;SAK;75;NÃO PERFURAR;NANO PERF TOT;;;;NANO PERF TOT;;80
795493;COLVA 99X73 PREMIUM PLUS TESTE;C;COLVA;590;485;X;100;100;100;S;S;92;1.00;3;SAK;75;SAK;75;;;;;;;SAK;75;NÃO PERFURAR;NANO PERF TOT;;;;NANO PERF TOT;;80
806207;COLVA 99X73 ECO CEMENT 42,5kg;L;COLVA;590;485;X;100;100;100;S;S;92;1.00;3;SAK;75;SAK;75;;;;;;;SAK;75;NÃO PERFURAR;NANO PERF TOT;;;;NANO PERF TOT;;80
793305;COLVA 106x78  HE IP40 50kg TESTE;L;COLVA;640;520;N;115;115;115;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;80
823909;COLMI 111x80 2789 PVC RESIN BLUE TST;L;COLMI;612;545;C;140;140;140;N;N;;;2;SAK;70;;;;;;;;;SAK;70;;;;;;;;77
796920;COLVA 100X73 CEMENT PLUS 3 FLS;L;COLVA;590;485;X;100;100;100;S;N;;;3;SAK;75;SAK;75;;;;;;;SAK;75;NÃO PERFURAR;NANO PERF TOT;;;;NANO PERF TOT;;75
788987;COLMI 104X76 FLORENCIA CBA REAL 25KG;L;COLMI;585;510;N;150;150;150;S;N;;;2;SBK;83;;;;;;;;;SKP;80;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
788846;COLMI 104X76 FLORENCIA CBA SEL 3 0 25kg;L;COLMI;585;510;N;150;150;150;S;N;;;2;SAK;85;;;;;;;;;SAK;70;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
788853;COLMI 104X76 FLORENCIA CBA SEL 4 0 25K;L;COLMI;585;510;N;150;150;150;S;N;;;2;SAK;85;;;;;;;;;SAK;70;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
789152;COLMI 104X76  AMIPACK NAT TST;L;COLMI;585;510;N;150;150;150;S;N;;;2;SAK;85;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
788598;COLMI 104X76 FLORENCIA CBA MUL EXP 25kg;L;COLMI;585;510;N;150;150;150;S;N;;;2;SAK;85;;;;;;;;;SAK;70;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
789144;COLMI 104X76 AMIPACK BCO TST;L;COLMI;585;510;N;150;150;150;S;N;;;2;SBK;83;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
788848;COLMI 104X76 FLORENCIA CBA SEL 4 0 25K B;L;COLMI;585;510;N;150;150;150;S;N;;;2;SBK;83;;;;;;;;;SKP;80;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
788854;COLMI 104X76 FLORENCIA CBA MUL 3 0 25kg;L;COLMI;585;510;N;150;150;150;S;N;;;2;SAK;85;;;;;;;;;SAK;70;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
788601;COLMI 104X76 FLORENCIA CBA SEL REAL 25kg;L;COLMI;585;510;N;150;150;150;S;N;;;2;SBK;83;;;;;;;;;SAK;75;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
788979;COLMI  101X76 FLORENCIA REAL 25KG;L;COLMI;580;495;N;150;150;150;S;S;68;1.00;2;SBK;73;;;;;;;;;SAK;70;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
788842;COLMI 104X76 FLORENCIA CBA PAN 25kg;L;COLMI;585;510;N;150;150;150;S;N;;;2;SBK;83;;;;;;;;;SAK;75;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
790750;COLMI 104X76 FLORENCIA CBA SEL BLN 25kg;L;COLMI;585;510;N;150;150;150;S;N;;;2;SBK;83;;;;;;;;;SAK;75;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
790752;COLMI 104X76 FLORENCIA CBA SEL TERM 25KG;L;COLMI;585;510;N;150;150;150;S;N;;;2;SBK;83;;;;;;;;;SAK;75;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
790754;COLMI 104X76 FLORENCIA CBA ACOND 25kg;L;COLMI;585;510;N;150;150;150;S;N;;;2;SBK;83;;;;;;;;;SAK;75;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
769115;COLMI 104X76 FLORENCIA CBA MUL 3/0 25K T;L;COLMI;585;510;N;150;150;150;S;N;;;2;SKP;80;;;;;;;;;SKP;80;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
795533;COLMI 104X76 FLORENCIA CBA SEMOLIN 25KG;L;COLMI;585;510;N;150;150;150;S;N;;;2;SBK;83;;;;;;;;;SKP;80;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
795538;COLMI 104X76 FLORENCIA CBA MUL 4/0 25KG;L;COLMI;585;510;N;150;150;150;S;N;;;2;SKP;80;;;;;;;;;SKP;80;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;74
583440;COLMI 85x63 RM010000189 CODE 35;L;COLMI;495;405;C;105;95;105;S;N;;;2;SAK;85;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;70
626227;COLMI 104X72 CODE CBF2A04 2 PLA 110;C;COLMI;550;510;C;140;130;140;S;N;;;2;BKI;83;;;;;;;;;SAK;86;NÃO PERFURAR;;;;;NANO PERF TOT;;70
626207;COLMI 104X69 CBF2A03 2;C;COLMI;530;510;X;140;130;140;S;N;;;2;BKI;83;;;;;;;;;SAK;86;NÃO PERFURAR;;;;;NANO PERF TOT;;70
619216;COLMI 104X72 CODE CBF2A04 2 PLA 110;C;COLMI;550;510;C;140;130;140;S;N;;;2;BKI;83;;;;;;;;;SAK;86;NÃO PERFURAR;;;;;NANO PERF TOT;;70
623750;COLMI 85x64 RM010000188 CODE 33;L;COLMI;495;405;C;105;95;105;S;N;;;2;SAK;85;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;70
619234;COLMI 104X74 CBF2A06 2;C;COLMI;570;510;C;140;130;140;S;N;;;2;BKI;83;;;;;;;;;SAK;86;NÃO PERFURAR;;;;;NANO PERF TOT;;70
786703;COLMI 107x85 80077758 50 HYD LIME;L;COLMI;660;520;X;155;155;90;S;N;;;2;SBK;83;;;;;;;;;SAK;90;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;70
790244;COLMI 68X65 80109038 TEXLIME MINUS 100;L;COLMI;510;330;X;105;105;105;S;N;;;2;SAK;85;;;;;;;;;SAK;90;CILIN 2 TOT;;;;;CILIN 2 TOT;;70
790229;COLMI 68X65 80109037 TEXLIME G PURPOSE;L;COLMI;510;330;X;105;105;105;S;N;;;2;SAK;85;;;;;;;;;SAK;90;CILIN 2 TOT;;;;;CILIN 2 TOT;;70
779401;COLMI 129x105 R1183 CAFCO 300;L;COLMI;800;635;C;205;205;205;S;S;56;2.00;3;SAK;85;PAF;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;1280;70
757461;COLMI 129x110 R1152 CAFCO 300 HS;L;COLMI;840;635;C;205;205;205;S;S;56;2.00;3;SAK;85;PAF;10;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;1280;70
550680;COLME 104X72 CODE CBF2A04 2;C;COLME;550;510;C;140;130;140;N;N;;;2;BKI;83;;;;;;;;;SAK;86;;;;;;;;70
626223;COLMI 104X74 CBF2A06 2;C;COLMI;570;510;C;140;130;140;N;N;;;2;SBK;84;;;;;;;;;SAK;86;;;;;;;;70
800530;COLME 109X85 TALCO PLAN MIC 50018042;L;COLME;695;535;X;120;120;120;S;N;;;3;SBK;83;SAK;70;;;;;;;SAK;70;MIC PERF TOTAL;MIC PERF TOTAL;;;;MIC PERF TOTAL;;70
806317;COLMI 100x70 GENERICO;L;COLMI;525;490;X;140;140;140;S;N;;;3;SBK;73;SAK;70;;;;;;;SAK;70;MIC PERF LAT;MIC PERF TOTAL;;;;MIC PERF TOTAL;;70
797761;COLME 112x80  50LB 242PSC 95432 PROV IMP;C;COLME;590;550;T;180;180;130;N;N;;;3;SBK;83;PAF;30;;;;;;;SAK;86;;;;;;;1110;70
803115;COLME 114x84 300000758 Cargill258PS4C Ts;L;COLME;600;560;T;190;190;130;N;N;;;3;SBK;83;PAF;30;;;;;;;SAK;86;;;;;;;1130;70
803130;COLME 112x81 300001996 Cargill242PSC TST;L;COLME;590;550;T;180;180;130;N;N;;;3;SBK;83;PAF;30;;;;;;;SAK;86;;;;;;;1110;70
797605;COLME 114x82  258PS4C 66018 PROVA IMPR;C;COLME;600;560;T;190;190;130;N;N;;;3;SBK;83;PAF;30;;;;;;;SAK;86;;;;;;;1130;70
720414;COLME 102x74 706235 TESTE VLV 1;L;COLME;560;495;T;140;140;140;N;N;;;2;SAK;76;;;;;;;;;SAK;76;;;;;;;;65
790230;COLME 109x96 CAC PLATA PACHE RES TST DHL;L;COLME;780;530;C;140;140;140;S;N;;;4;SAK;86;SAK;71;SAK;71;;;;;RVK;85;MIC PERF TOTAL;MIC PERF TOTAL;MIC PERF TOTAL;;;MIC PERF VERSO;1070;65
790012;COLMI 106X77 TYPE N HYDRATED LIME TST;L;COLMI;610;520;X;120;120;120;S;S;92;1.00;3;SLF;80;SLF;80;;;;;;;SLF;80;NANO PERF TOT;NANO PERF TOT;;;;MIC PERF TOTAL;;65
825918;COLVA 99X73 TGI ECO PLUS PAX 90 42,5KG;L;COLVA;590;485;X;100;100;100;S;N;;;3;SAK;90;PAX;8;;;;;;;SAK;90;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;980;65
798261;COLME 109x96 CACAO DEL PLATA PACHE;L;COLME;780;530;C;140;140;140;S;N;;;4;SAK;86;SAK;71;PAX;8;;;;;SAK;71;MIC PERF TOTAL;MIC PERF TOTAL;NÃO PERFURAR;;;MIC PERF TOTAL;1070;65
798625;COLMI 88x66 ACCUMIX S 2966 07K;L;COLMI;510;430;X;115;115;115;S;S;24;1.00;2;SAK;85;;;;;;;;;SAK;85;MIC PERF TOTAL;;;;;MIC PERF TOTAL;;65
793506;COLMI 101x73 MORTAR TYPE S;L;COLMI;595;495;X;100;100;100;S;S;48;1.00;3;SAK;70;SAK;70;;;;;;;SAK;70;MIC PERF TOTAL;NANO PERF TOT;;;;NANO PERF TOT;;65
805348;COLVA 99X73 ECO PLUS PAX 90;L;COLVA;590;485;X;100;100;100;S;N;;;3;SAK;90;PAX;8;;;;;;;SAK;90;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;980;65
800994;COLME 116x86  CACAO FUN 200 TST S IMP;L;COLME;605;570;T;200;200;140;S;N;;;4;SAK;86;SAK;71;PAX;8;;;;;SAK;71;MIC PERF TOTAL;MIC PERF TOTAL;NÃO PERFURAR;;;MIC PERF TOTAL;1150;65
825184;COLVA 99X73 TGI ECO PLUS PAX 90;L;COLVA;590;485;X;100;100;100;S;N;;;3;SAK;90;PAX;8;;;;;;;SAK;90;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;980;65
788342;COLVA 84x62 95469805 SKT CONCRET MIX;L;COLVA;470;410;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;60
788307;COLVA 86x62 95467966 80 KINGS CONCR MIX;L;COLVA;470;420;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
766565;COLVA 85x62 95469805 SKT CONCRET MIX;C;COLVA;470;410;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;60
787235;COLVA 104x76 CEMENTO 50kg TST;C;COLVA;615;510;N;115;115;115;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NANO PERF TOT;;;;;NANO PERF TOT;;60
788333;COLVA 84x62 95469805 80 SKT CONCR MIX;L;COLVA;470;410;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;60
787060;COLVA 106x80  TIPO IP CON FILM TST 2;L;COLVA;655;520;X;110;110;110;S;S;84;1.00;3;SAK;85;PAX;8;;;;;;;SAK;85;NÃO PERFURAR;NÃO PERFURAR;;;;MIC PERF TOTAL;1050;60
787383;COLVA 86X62 95460717 60 SKT NA PLAY SAN;L;COLVA;470;420;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
790257;COLMI 84x62 95450522 80 SKT FOXWORTH;L;COLMI;470;410;X;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;60
790667;COLVA 84x62 95450511 80 SKT BRIDGEPORT;L;COLVA;470;410;X;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;60
787551;COLVA 106x78 CEM HIDRA GU 50kg;L;COLVA;630;520;X;110;110;110;S;S;84;1.00;3;SAK;85;PAX;8;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;MIC PERF TOTAL;1050;60
790068;COLVA 84x62 95450525 80 SKT HARRY S;L;COLVA;470;410;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;60
789225;COLVA 86X62 95460692 80 SUREMIX COM MIX;L;COLVA;470;420;X;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
786823;COLVA 106x80  TIPO IP CON FILM TST 1;L;COLVA;655;520;X;110;110;110;S;S;84;1.00;3;SAK;85;PAX;8;;;;;;;SAK;85;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;1050;60
789270;COLVA 86X62 95460692 80 SUPEMIX COM MIX;L;COLVA;470;420;X;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
797312;COLVA 104x76 CEM USO GENERAL 50KG TST;L;COLVA;615;510;N;115;115;115;S;N;;;2;SAK;90;;;;;;;;;SAK;90;NANO PERF TOT;;;;;NANO PERF TOT;;60
792022;COLVA 84x62 95450510 80 SKT ARMSTRONG;L;COLVA;470;410;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;NANO PERF TOT;;60
825626;COLME 109X81 AMYZET 100 25KG 709143;L;COLME;600;535;C;170;170;160;S;N;;;2;SAK;86;;;;;;;;;SAK;86;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
793155;COLMI 84x62 95450512 80 SKT CASSITY JON;L;COLMI;470;410;X;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;60
794909;COLVA 99X73  ECO PLUS EXP 42,5kg TESTE;C;COLVA;590;485;X;100;100;100;N;S;92;1.00;3;SAK;75;SAK;75;;;;;;;SAK;75;;;;;;;;60
794911;COLVA 99X73 TGI ECO PLUS 42,5kg TESTE;C;COLVA;590;485;X;100;100;100;N;S;92;1.00;3;SAK;75;SAK;75;;;;;;;SAK;75;;;;;;;;60
791218;COLVA 84x62 95450530 80 SKT PATES;L;COLVA;470;410;X;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;60
823627;COLVA 99X73 TGI ECO PLUS 42,5KG;L;COLVA;590;485;X;100;100;100;N;S;92;1.00;3;SAK;75;SAK;75;;;;;;;SAK;75;;;;;;;;60
799365;COLVA 99X73  ECO PLUS 42,5kg;L;COLVA;590;485;X;100;100;100;N;S;92;1.00;3;SAK;75;SAK;75;;;;;;;SAK;75;;;;;;;;60
796563;COLVA 98X72 USO ALBANILERIA TESTE;L;COLVA;575;480;X;105;105;105;S;N;;;3;SBK;83;PAX;8;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;970;60
802450;COLVA 87x63 95460871 80AMX500 MOR TY S;L;COLVA;475;425;X;115;115;115;S;N;;;2;SBK;83;;;;;;;;;SAK;90;NÃO PERFURAR;;;;;MIC PERF TOTAL;;60
800686;COLVA 99X73 PREMIUM PLUS PAX 90 TESTE;L;COLVA;590;485;X;100;100;100;S;N;;;3;SAK;90;PAX;8;;;;;;;SAK;90;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;980;60
791197;COLVA 84x62 95450528 80 SKT MCCOYS;L;COLVA;470;410;X;115;115;115;S;N;;;2;SAK;85;;;;;;;;;SAK;85;NÃO PERFURAR;;;;;NANO PERF TOT;;60
825185;COLVA 99X73 TGI ECO PLUS 42,5kg;L;COLVA;590;485;X;100;100;100;N;S;92;1.00;3;SAK;75;SAK;75;;;;;;;SAK;75;;;;;;;;60
805840;COLMI  95X69 80214705 TAU MOD;L;COLMI;535;460;X;120;120;120;S;N;;;3;SAK;85;PAX;10;;;;;;;SAK;75;MIC PERF TOTAL;NÃO PERFURAR;;;;MIC PERF TOTAL;930;60
796337;COLVA 106x78 MANABI CON FILM TIPO GU;L;COLVA;630;520;X;110;110;110;S;S;84;1.00;3;SAK;85;PAX;8;;;;;;;SAK;85;NANO PERF TOT;NÃO PERFURAR;;;;MIC PERF TOTAL;1050;60
826100;COLVA 99X73 ECO CEMENT PAX 90 42,5kg;L;COLVA;590;485;X;100;100;100;S;N;;;3;SAK;90;PAX;8;;;;;;;SAK;90;NANO PERF TOT;NÃO PERFURAR;;;;NANO PERF TOT;980;60
804308;COLMI 91X67  BG MARC SNOW WHITE MARCITE;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;10;;;;;;;SAK;85;;;;;;;900;6
804251;COLMI 91X67  BG WSD WHITE SPRAY DECK;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;10;;;;;;;SAK;85;;;;;;;900;6
804832;COLMI 91X67  BG BIS BISCAYNE BLUE;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;10;;;;;;;SAK;85;;;;;;;900;6
791836;COLMI 92X67 HAWAIIAM BLUE;C;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;8;;;;;;;SAK;85;;;;;;;900;6
825106;COLMI 91X67  BG BG 653046146449 BLUE;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;10;;;;;;;SAK;85;;;;;;;900;6
825742;COLMI 91X67  DOUBLE SKY BLUE;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;10;;;;;;;SAK;85;;;;;;;900;6
825779;COLMI 91X67 BG MO 653046247979 MOSAIC;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;10;;;;;;;SAK;85;;;;;;;900;6
825648;COLMI 91X67 HAWAIIAN BLUE;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;10;;;;;;;SAK;85;;;;;;;900;6
804318;COLMI 91X67 BG WHITE GEM;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;10;;;;;;;SAK;85;;;;;;;900;6
804313;COLMI 91X67  BG BO BONE GEM;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;10;;;;;;;SAK;85;;;;;;;900;6
825780;COLMI 91X67  BG STB BLANK BLUE;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;10;;;;;;;SAK;85;;;;;;;900;6
805833;COLMI 92X67  AQUA CLEAR;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;8;;;;;;;SAK;85;;;;;;;900;6
823942;COLMI 91X67  GM BL 653046146586 SKBL;L;COLMI;495;445;X;140;140;140;N;N;;;3;SBK;83;PAS;10;;;;;;;SAK;85;;;;;;;900;6
